timestamp,responseTime
2019-03-05 17:49:01.750345,0.205842
2019-03-05 17:49:01.919624,0.150749
2019-03-05 17:49:02.075638,0.144017
2019-03-05 17:49:02.219625,0.131272
2019-03-05 17:49:02.380151,0.1484
2019-03-05 17:49:02.633566,0.219949
2019-03-05 17:49:02.867976,0.203053
2019-03-05 17:49:03.016003,0.135254
2019-03-05 17:49:03.232031,0.189022
2019-03-05 17:49:03.491999,0.233833
2019-03-05 17:49:03.783982,0.252614
2019-03-05 17:49:03.975890,0.164415
2019-03-05 17:49:04.189029,0.180261
2019-03-05 17:49:04.420992,0.201117
2019-03-05 17:49:04.585022,0.147353
2019-03-05 17:49:04.802832,0.188358
2019-03-05 17:49:05.028813,0.191727
2019-03-05 17:49:05.228797,0.173331
2019-03-05 17:49:05.448834,0.186457
2019-03-05 17:49:05.672794,0.19176
2019-03-05 17:49:05.866252,0.165768
2019-03-05 17:49:06.046255,0.161682
2019-03-05 17:49:06.262261,0.186791
2019-03-05 17:49:06.474271,0.185548
2019-03-05 17:49:06.679884,0.180516
2019-03-05 17:49:06.905167,0.191527
2019-03-05 17:49:07.093162,0.130947
2019-03-05 17:49:07.305812,0.181928
2019-03-05 17:49:07.517794,0.182656
2019-03-05 17:49:07.731051,0.191688
2019-03-05 17:49:07.952569,0.197983
2019-03-05 17:49:08.113799,0.13797
2019-03-05 17:49:08.309806,0.183264
2019-03-05 17:49:08.529774,0.190064
2019-03-05 17:49:08.707211,0.157505
2019-03-05 17:49:08.928634,0.185469
2019-03-05 17:49:09.136630,0.163944
2019-03-05 17:49:09.352630,0.184919
2019-03-05 17:49:09.560658,0.179689
2019-03-05 17:49:09.761828,0.167648
2019-03-05 17:49:09.979320,0.187817
2019-03-05 17:49:10.135344,0.128992
2019-03-05 17:49:10.279296,0.130286
2019-03-05 17:49:10.503282,0.194854
2019-03-05 17:49:10.672612,0.141008
2019-03-05 17:49:10.882214,0.180189
2019-03-05 17:49:11.102219,0.189836
2019-03-05 17:49:11.354215,0.216694
2019-03-05 17:49:11.570221,0.181843
2019-03-05 17:49:11.798204,0.189873
2019-03-05 17:49:12.016704,0.179882
2019-03-05 17:49:12.244677,0.191948
2019-03-05 17:49:12.448679,0.170344
2019-03-05 17:49:12.652000,0.175
2019-03-05 17:49:12.885842,0.198513
2019-03-05 17:49:13.085832,0.170223
2019-03-05 17:49:13.300236,0.191462
2019-03-05 17:49:13.524265,0.185094
2019-03-05 17:49:13.744242,0.187058
2019-03-05 17:49:13.949797,0.184766
2019-03-05 17:49:14.185801,0.203651
2019-03-05 17:49:14.405798,0.18704
2019-03-05 17:49:14.623205,0.178846
2019-03-05 17:49:14.834148,0.183797
2019-03-05 17:49:15.067399,0.19078
2019-03-05 17:49:15.251380,0.156448
2019-03-05 17:49:15.463370,0.178937
2019-03-05 17:49:15.695358,0.203078
2019-03-05 17:49:15.869022,0.15619
2019-03-05 17:49:16.093028,0.185074
2019-03-05 17:49:16.325047,0.198096
2019-03-05 17:49:16.593039,0.231218
2019-03-05 17:49:16.782560,0.161251
2019-03-05 17:49:17.002632,0.19143
2019-03-05 17:49:17.234650,0.199005
2019-03-05 17:49:17.439860,0.17359
2019-03-05 17:49:17.675885,0.194286
2019-03-05 17:49:17.869646,0.16416
2019-03-05 17:49:18.101640,0.194038
2019-03-05 17:49:18.317608,0.175851
2019-03-05 17:49:18.545642,0.195042
2019-03-05 17:49:18.765343,0.186328
2019-03-05 17:49:18.986855,0.191001
2019-03-05 17:49:19.198846,0.183152
2019-03-05 17:49:19.338859,0.12646
2019-03-05 17:49:19.494846,0.140209
2019-03-05 17:49:19.671643,0.163223
2019-03-05 17:49:19.885354,0.181583
2019-03-05 17:49:20.105359,0.187715
2019-03-05 17:49:20.325375,0.18746
2019-03-05 17:49:20.655903,0.298933
2019-03-05 17:49:20.819904,0.131713
2019-03-05 17:49:21.065515,0.212461
2019-03-05 17:49:21.285521,0.187689
2019-03-05 17:49:21.489519,0.171228
2019-03-05 17:49:21.705514,0.18454
2019-03-05 17:49:21.910959,0.172472
2019-03-05 17:49:22.124225,0.184891
2019-03-05 17:49:22.372248,0.216423
2019-03-05 17:49:22.642035,0.229287
2019-03-05 17:50:10.116483,0.223615
2019-03-05 17:50:10.332532,0.175639
2019-03-05 17:50:10.565585,0.201016
2019-03-05 17:50:10.787296,0.182567
2019-03-05 17:50:11.004720,0.184088
2019-03-05 17:50:11.184716,0.138502
2019-03-05 17:50:11.364717,0.151065
2019-03-05 17:50:11.500716,0.126805
2019-03-05 17:50:11.673497,0.150129
2019-03-05 17:50:11.833494,0.138935
2019-03-05 17:50:11.983635,0.134364
2019-03-05 17:50:12.219619,0.195872
2019-03-05 17:50:12.439614,0.168733
2019-03-05 17:50:12.595609,0.145825
2019-03-05 17:50:12.736883,0.127587
2019-03-05 17:50:12.892891,0.141626
2019-03-05 17:50:13.065850,0.157288
2019-03-05 17:50:13.229854,0.149156
2019-03-05 17:50:13.401853,0.149953
2019-03-05 17:50:13.545854,0.128517
2019-03-05 17:50:13.717869,0.142285
2019-03-05 17:50:13.925866,0.164212
2019-03-05 17:50:14.155922,0.194916
2019-03-05 17:50:14.347928,0.172544
2019-03-05 17:50:14.555935,0.182142
2019-03-05 17:50:14.771082,0.188646
2019-03-05 17:50:14.943078,0.142806
2019-03-05 17:50:15.106934,0.148129
2019-03-05 17:50:15.378886,0.23888
2019-03-05 17:50:15.530887,0.137889
2019-03-05 17:50:15.686905,0.138525
2019-03-05 17:50:15.890878,0.168022
2019-03-05 17:50:16.080516,0.170844
2019-03-05 17:50:16.312512,0.195335
2019-03-05 17:50:16.532519,0.179125
2019-03-05 17:50:16.718879,0.161005
2019-03-05 17:50:16.920649,0.167053
2019-03-05 17:50:17.087547,0.152084
2019-03-05 17:50:17.347517,0.21938
2019-03-05 17:50:17.515535,0.143407
2019-03-05 17:50:17.775529,0.217072
2019-03-05 17:50:17.955509,0.159272
2019-03-05 17:50:18.101671,0.132928
2019-03-05 17:50:18.313647,0.192405
2019-03-05 17:50:18.485665,0.14654
2019-03-05 17:50:18.743232,0.24265
2019-03-05 17:50:18.907238,0.154769
2019-03-05 17:50:19.057229,0.130641
2019-03-05 17:50:19.229254,0.157365
2019-03-05 17:50:19.493223,0.23573
2019-03-05 17:50:19.657222,0.141416
2019-03-05 17:50:19.837223,0.136383
2019-03-05 17:50:19.999493,0.146953
2019-03-05 17:50:20.156372,0.142727
2019-03-05 17:50:20.304367,0.136152
2019-03-05 17:50:20.492379,0.175679
2019-03-05 17:50:20.645142,0.129077
2019-03-05 17:50:20.878764,0.197727
2019-03-05 17:50:21.064339,0.152477
2019-03-05 17:50:21.308346,0.19121
2019-03-05 17:50:21.596323,0.23284
2019-03-05 17:50:21.732354,0.122295
2019-03-05 17:50:21.872326,0.12714
2019-03-05 17:50:22.057949,0.171097
2019-03-05 17:50:22.209947,0.127426
2019-03-05 17:50:22.433950,0.20463
2019-03-05 17:50:22.609946,0.15401
2019-03-05 17:50:22.799174,0.159723
2019-03-05 17:50:22.991173,0.146999
2019-03-05 17:50:23.174634,0.157673
2019-03-05 17:50:23.442635,0.230381
2019-03-05 17:50:23.654640,0.185924
2019-03-05 17:50:23.847733,0.169036
2019-03-05 17:50:24.093327,0.198708
2019-03-05 17:50:24.269329,0.146289
2019-03-05 17:50:24.501325,0.199608
2019-03-05 17:50:24.665320,0.133621
2019-03-05 17:50:24.814661,0.128288
2019-03-05 17:50:25.061659,0.203348
2019-03-05 17:50:25.233686,0.150731
2019-03-05 17:50:25.473667,0.201906
2019-03-05 17:50:25.665680,0.149314
2019-03-05 17:50:25.857674,0.161466
2019-03-05 17:50:26.067309,0.171122
2019-03-05 17:50:26.239323,0.138199
2019-03-05 17:50:26.511302,0.232924
2019-03-05 17:50:26.679308,0.143948
2019-03-05 17:50:26.825190,0.133016
2019-03-05 17:50:26.989186,0.145339
2019-03-05 17:50:27.170606,0.159102
2019-03-05 17:50:27.318599,0.132567
2019-03-05 17:50:27.470598,0.139224
2019-03-05 17:50:27.642598,0.147179
2019-03-05 17:50:27.786597,0.129552
2019-03-05 17:50:27.966612,0.152426
2019-03-05 17:50:28.185383,0.177719
2019-03-05 17:50:28.389390,0.166973
2019-03-05 17:50:28.633380,0.203429
2019-03-05 17:50:28.807610,0.14785
2019-03-05 17:50:28.955694,0.132507
